source_dataset,passenger_id,pclass,survived,name,sex,age,family_size,fare,embarked,survived_label
Dataset 2,A/5 21173,3,0,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0.0,7.25,S,Did Not Survive
Dataset 2,315098,3,1,"Lulic, Mr. Nikola",male,27.0,0.0,8.6625,S,Survived
Dataset 2,347743,3,0,"Lundahl, Mr. Johan Svensson",male,51.0,0.0,7.0542,S,Did Not Survive
Dataset 2,347469,3,1,"Lundin, Miss. Olga Elida",female,23.0,0.0,7.8542,S,Survived
Dataset 2,350403,3,1,"Lundstrom, Mr. Thure Edvin",male,32.0,0.0,7.5792,S,Survived
Dataset 2,349235,3,0,"Lyntakoff, Mr. Stanko",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,C.A. 42795,3,0,"MacKay, Mr. George William",male,,0.0,7.55,S,Did Not Survive
Dataset 2,370370,3,1,"Madigan, Miss. Margaret ""Maggie""",female,,0.0,7.75,Q,Survived
Dataset 2,C 17369,3,1,"Madsen, Mr. Fridtjof Arne",male,24.0,0.0,7.1417,S,Survived
Dataset 2,STON/O 2. 3101275,3,0,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0.0,7.125,S,Did Not Survive
Dataset 2,330924,3,0,"Mahon, Miss. Bridget Delia",female,,0.0,7.8792,Q,Did Not Survive
Dataset 2,AQ/4 3130,3,0,"Mahon, Mr. John",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,A/S 2816,3,0,"Maisner, Mr. Simon",male,,0.0,8.05,S,Did Not Survive
Dataset 2,STON/O 2. 3101268,3,0,"Makinen, Mr. Kalle Edvard",male,29.0,0.0,7.925,S,Did Not Survive
Dataset 2,2677,3,1,"Mamee, Mr. Hanna",male,,0.0,7.2292,C,Survived
Dataset 2,364850,3,0,"Mangan, Miss. Mary",female,30.5,0.0,7.75,Q,Did Not Survive
Dataset 2,36866,3,1,"Mannion, Miss. Margareth",female,,0.0,7.7375,Q,Survived
Dataset 2,2655,3,0,"Mardirosian, Mr. Sarkis",male,,0.0,7.2292,C,Did Not Survive
Dataset 2,349213,3,0,"Markoff, Mr. Marin",male,35.0,0.0,7.8958,C,Did Not Survive
Dataset 2,349257,3,0,"Markun, Mr. Johann",male,33.0,0.0,7.8958,S,Did Not Survive
Dataset 2,2649,3,1,"Masselmani, Mrs. Fatima",female,,0.0,7.225,C,Survived
Dataset 2,349255,3,0,"Matinoff, Mr. Nicola",male,,0.0,7.8958,C,Did Not Survive
Dataset 2,383123,3,1,"McCarthy, Miss. Catherine ""Katie""",female,,0.0,7.75,Q,Survived
Dataset 2,367228,3,1,"McCormack, Mr. Thomas Joseph",male,,0.0,7.75,Q,Survived
Dataset 2,367226,3,1,"McCoy, Miss. Agnes",female,,2.0,23.25,Q,Survived
Dataset 2,367226,3,1,"McCoy, Miss. Alicia",female,,2.0,23.25,Q,Survived
Dataset 2,367226,3,1,"McCoy, Mr. Bernard",male,,2.0,23.25,Q,Survived
Dataset 2,330932,3,1,"McDermott, Miss. Brigdet Delia",female,,0.0,7.7875,Q,Survived
Dataset 2,36568,3,0,"McEvoy, Mr. Michael",male,,0.0,15.5,Q,Did Not Survive
Dataset 2,330931,3,1,"McGovern, Miss. Mary",female,,0.0,7.8792,Q,Survived
Dataset 2,330923,3,1,"McGowan, Miss. Anna ""Annie""",female,15.0,0.0,8.0292,Q,Survived
Dataset 2,9232,3,0,"McGowan, Miss. Katherine",female,35.0,0.0,7.75,Q,Did Not Survive
Dataset 2,370372,3,0,"McMahon, Mr. Martin",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,376566,3,0,"McNamee, Mr. Neal",male,24.0,1.0,16.1,S,Did Not Survive
Dataset 2,376566,3,0,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19.0,1.0,16.1,S,Did Not Survive
Dataset 2,370368,3,0,"McNeill, Miss. Bridget",female,,0.0,7.75,Q,Did Not Survive
Dataset 2,SOTON/O.Q. 392087,3,0,"Meanwell, Miss. (Marion Ogden)",female,,0.0,8.05,S,Did Not Survive
Dataset 2,343095,3,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0.0,8.05,S,Did Not Survive
Dataset 2,A.5. 11206,3,0,"Meo, Mr. Alfonzo",male,55.5,0.0,8.05,S,Did Not Survive
Dataset 2,368703,3,0,"Mernagh, Mr. Robert",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,345501,3,1,"Midtsjo, Mr. Karl Albert",male,21.0,0.0,7.775,S,Survived
Dataset 2,359306,3,0,"Miles, Mr. Frank",male,,0.0,8.05,S,Did Not Survive
Dataset 2,349233,3,0,"Mineff, Mr. Ivan",male,24.0,0.0,7.8958,S,Did Not Survive
Dataset 2,349211,3,0,"Minkoff, Mr. Lazar",male,21.0,0.0,7.8958,S,Did Not Survive
Dataset 2,349207,3,0,"Mionoff, Mr. Stoytcho",male,28.0,0.0,7.8958,S,Did Not Survive
Dataset 2,349221,3,0,"Mitkoff, Mr. Mito",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,330980,3,1,"Mockler, Miss. Helen Mary ""Ellie""",female,,0.0,7.8792,Q,Survived
Dataset 2,348123,3,0,"Moen, Mr. Sigurd Hansen",male,25.0,0.0,7.65,S,Did Not Survive
Dataset 2,392096,3,1,"Moor, Master. Meier",male,6.0,1.0,12.475,S,Survived
Dataset 2,392096,3,1,"Moor, Mrs. (Beila)",female,27.0,1.0,12.475,S,Survived
Dataset 2,A4. 54510,3,0,"Moore, Mr. Leonard Charles",male,,0.0,8.05,S,Did Not Survive
Dataset 2,371110,3,1,"Moran, Miss. Bertha",female,,1.0,24.15,Q,Survived
Dataset 2,371110,3,0,"Moran, Mr. Daniel J",male,,1.0,24.15,Q,Did Not Survive
Dataset 2,330877,3,0,"Moran, Mr. James",male,,0.0,8.4583,Q,Did Not Survive
Dataset 2,364506,3,0,"Morley, Mr. William",male,34.0,0.0,8.05,S,Did Not Survive
Dataset 2,372622,3,0,"Morrow, Mr. Thomas Rowan",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,312991,3,1,"Moss, Mr. Albert Johan",male,,0.0,7.775,S,Survived
Dataset 2,2661,3,1,"Moubarek, Master. Gerios",male,,2.0,15.2458,C,Survived
Dataset 2,2661,3,1,"Moubarek, Master. Halim Gonios (""William George"")",male,,2.0,15.2458,C,Survived
Dataset 2,2661,3,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",female,,2.0,15.2458,C,Survived
Dataset 2,2626,3,1,"Moussa, Mrs. (Mantoura Boulos)",female,,0.0,7.2292,C,Survived
Dataset 2,374746,3,0,"Moutal, Mr. Rahamin Haim",male,,0.0,8.05,S,Did Not Survive
Dataset 2,35852,3,1,"Mullens, Miss. Katherine ""Katie""",female,,0.0,7.7333,Q,Survived
Dataset 2,382653,3,1,"Mulvihill, Miss. Bertha E",female,24.0,0.0,7.75,Q,Survived
Dataset 2,A./5. 3235,3,0,"Murdlin, Mr. Joseph",male,,0.0,8.05,S,Did Not Survive
Dataset 2,367230,3,1,"Murphy, Miss. Katherine ""Kate""",female,,1.0,15.5,Q,Survived
Dataset 2,367230,3,1,"Murphy, Miss. Margaret Jane",female,,1.0,15.5,Q,Survived
Dataset 2,36568,3,1,"Murphy, Miss. Nora",female,,0.0,15.5,Q,Survived
Dataset 2,347078,3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0.0,7.75,S,Did Not Survive
Dataset 2,349206,3,0,"Naidenoff, Mr. Penko",male,22.0,0.0,7.8958,S,Did Not Survive
Dataset 2,2667,3,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0.0,7.225,C,Survived
Dataset 2,2653,3,1,"Nakid, Miss. Maria (""Mary"")",female,1.0,2.0,15.7417,C,Survived
Dataset 2,2653,3,1,"Nakid, Mr. Sahid",male,20.0,2.0,15.7417,C,Survived
Dataset 2,2653,3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",female,19.0,2.0,15.7417,C,Survived
Dataset 2,A./5. 3338,3,0,"Nancarrow, Mr. William Henry",male,33.0,0.0,8.05,S,Did Not Survive
Dataset 2,349218,3,0,"Nankoff, Mr. Minko",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,2652,3,0,"Nasr, Mr. Mustafa",male,,0.0,7.2292,C,Did Not Survive
Dataset 2,365237,3,0,"Naughton, Miss. Hannah",female,,0.0,7.75,Q,Did Not Survive
Dataset 2,349234,3,0,"Nenkoff, Mr. Christo",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,2651,3,1,"Nicola-Yarred, Master. Elias",male,12.0,1.0,11.2417,C,Survived
Dataset 2,2651,3,1,"Nicola-Yarred, Miss. Jamila",female,14.0,1.0,11.2417,C,Survived
Dataset 2,3101297,3,0,"Nieminen, Miss. Manta Josefina",female,29.0,0.0,7.925,S,Did Not Survive
Dataset 2,363611,3,0,"Niklasson, Mr. Samuel",male,28.0,0.0,8.05,S,Did Not Survive
Dataset 2,347066,3,1,"Nilsson, Miss. Berta Olivia",female,18.0,0.0,7.775,S,Survived
Dataset 2,347470,3,1,"Nilsson, Miss. Helmina Josefina",female,26.0,0.0,7.8542,S,Survived
Dataset 2,350410,3,0,"Nilsson, Mr. August Ferdinand",male,21.0,0.0,7.8542,S,Did Not Survive
Dataset 2,SOTON/O2 3101272,3,0,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0.0,7.125,S,Did Not Survive
Dataset 2,STON/O 2. 3101289,3,1,"Niskanen, Mr. Juha",male,39.0,0.0,7.925,S,Survived
Dataset 2,A/4. 39886,3,0,"Nosworthy, Mr. Richard Cater",male,21.0,0.0,7.8,S,Did Not Survive
Dataset 2,2697,3,0,"Novel, Mr. Mansouer",male,28.5,0.0,7.2292,C,Did Not Survive
Dataset 2,347081,3,1,"Nysten, Miss. Anna Sofia",female,22.0,0.0,7.75,S,Survived
Dataset 2,345364,3,0,"Nysveen, Mr. Johan Hansen",male,61.0,0.0,6.2375,S,Did Not Survive
Dataset 2,370365,3,0,"O'Brien, Mr. Thomas",male,,1.0,15.5,Q,Did Not Survive
Dataset 2,330979,3,0,"O'Brien, Mr. Timothy",male,,0.0,7.8292,Q,Did Not Survive
Dataset 2,370365,3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1.0,15.5,Q,Survived
Dataset 2,334912,3,0,"O'Connell, Mr. Patrick D",male,,0.0,7.7333,Q,Did Not Survive
Dataset 2,371060,3,0,"O'Connor, Mr. Maurice",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,366713,3,0,"O'Connor, Mr. Patrick",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,7267,3,0,"Odahl, Mr. Nils Martin",male,23.0,0.0,9.225,S,Did Not Survive
Dataset 2,364856,3,0,"O'Donoghue, Ms. Bridget",female,,0.0,7.75,Q,Did Not Survive
Dataset 2,14311,3,1,"O'Driscoll, Miss. Bridget",female,,0.0,7.75,Q,Survived
Dataset 2,330959,3,1,"O'Dwyer, Miss. Ellen ""Nellie""",female,,0.0,7.8792,Q,Survived
Dataset 2,347085,3,1,"Ohman, Miss. Velin",female,22.0,0.0,7.775,S,Survived
Dataset 2,368402,3,1,"O'Keefe, Mr. Patrick",male,,0.0,7.75,Q,Survived
Dataset 2,330919,3,1,"O'Leary, Miss. Hanora ""Norah""",female,,0.0,7.8292,Q,Survived
Dataset 2,C 17368,3,1,"Olsen, Master. Artur Karl",male,9.0,1.0,3.1708,S,Survived
Dataset 2,C 4001,3,0,"Olsen, Mr. Henry Margido",male,28.0,0.0,22.525,S,Did Not Survive
Dataset 2,4579,3,0,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,1.0,8.4042,S,Did Not Survive
Dataset 2,Fa 265302,3,0,"Olsen, Mr. Ole Martin",male,,0.0,7.3125,S,Did Not Survive
Dataset 2,350407,3,0,"Olsson, Miss. Elina",female,31.0,0.0,7.8542,S,Did Not Survive
Dataset 2,347464,3,0,"Olsson, Mr. Nils Johan Goransson",male,28.0,0.0,7.8542,S,Did Not Survive
Dataset 2,347079,3,1,"Olsson, Mr. Oscar Wilhelm",male,32.0,0.0,7.775,S,Survived
Dataset 2,6563,3,0,"Olsvigen, Mr. Thor Anderson",male,20.0,0.0,9.225,S,Did Not Survive
Dataset 2,315085,3,0,"Oreskovic, Miss. Jelka",female,23.0,0.0,8.6625,S,Did Not Survive
Dataset 2,315096,3,0,"Oreskovic, Miss. Marija",female,20.0,0.0,8.6625,S,Did Not Survive
Dataset 2,315094,3,0,"Oreskovic, Mr. Luka",male,20.0,0.0,8.6625,S,Did Not Survive
Dataset 2,7534,3,0,"Osen, Mr. Olaf Elon",male,16.0,0.0,9.2167,S,Did Not Survive
Dataset 2,349244,3,1,"Osman, Mrs. Mara",female,31.0,0.0,8.6833,S,Survived
Dataset 2,330909,3,0,"O'Sullivan, Miss. Bridget Mary",female,,0.0,7.6292,Q,Did Not Survive
Dataset 2,349909,3,0,"Palsson, Master. Gosta Leonard",male,2.0,4.0,21.075,S,Did Not Survive
Dataset 2,349909,3,0,"Palsson, Master. Paul Folke",male,6.0,4.0,21.075,S,Did Not Survive
Dataset 2,349909,3,0,"Palsson, Miss. Stina Viola",female,3.0,4.0,21.075,S,Did Not Survive
Dataset 2,349909,3,0,"Palsson, Miss. Torborg Danira",female,8.0,4.0,21.075,S,Did Not Survive
Dataset 2,349909,3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,4.0,21.075,S,Did Not Survive
Dataset 2,3101295,3,0,"Panula, Master. Eino Viljami",male,1.0,5.0,39.6875,S,Did Not Survive
Dataset 2,3101295,3,0,"Panula, Master. Juha Niilo",male,7.0,5.0,39.6875,S,Did Not Survive
Dataset 2,3101295,3,0,"Panula, Master. Urho Abraham",male,2.0,5.0,39.6875,S,Did Not Survive
Dataset 2,3101295,3,0,"Panula, Mr. Ernesti Arvid",male,16.0,5.0,39.6875,S,Did Not Survive
Dataset 2,3101295,3,0,"Panula, Mr. Jaako Arnold",male,14.0,5.0,39.6875,S,Did Not Survive
Dataset 2,3101295,3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,5.0,39.6875,S,Did Not Survive
Dataset 2,315097,3,0,"Pasic, Mr. Jakob",male,21.0,0.0,8.6625,S,Did Not Survive
Dataset 2,358585,3,0,"Patchett, Mr. George",male,19.0,0.0,14.5,S,Did Not Survive
Dataset 2,3411,3,0,"Paulner, Mr. Uscher",male,,0.0,8.7125,C,Did Not Survive
Dataset 2,349242,3,0,"Pavlovic, Mr. Stefo",male,32.0,0.0,7.8958,S,Did Not Survive
Dataset 2,SOTON/O.Q. 3101315,3,0,"Peacock, Master. Alfred Edward",male,0.75,2.0,13.775,S,Did Not Survive
Dataset 2,SOTON/O.Q. 3101315,3,0,"Peacock, Miss. Treasteall",female,3.0,2.0,13.775,S,Did Not Survive
Dataset 2,SOTON/O.Q. 3101315,3,0,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,2.0,13.775,S,Did Not Survive
Dataset 2,343271,3,0,"Pearce, Mr. Ernest",male,,0.0,7.0,S,Did Not Survive
Dataset 2,345498,3,0,"Pedersen, Mr. Olaf",male,,0.0,7.775,S,Did Not Survive
Dataset 2,A/5 2817,3,0,"Peduzzi, Mr. Joseph",male,,0.0,8.05,S,Did Not Survive
Dataset 2,STON/O 2. 3101294,3,0,"Pekoniemi, Mr. Edvard",male,21.0,0.0,7.925,S,Did Not Survive
Dataset 2,STON/O 2. 3101291,3,0,"Peltomaki, Mr. Nikolai Johannes",male,25.0,0.0,7.925,S,Did Not Survive
Dataset 2,A/5 21174,3,0,"Perkin, Mr. John Henry",male,22.0,0.0,7.25,S,Did Not Survive
Dataset 2,347083,3,1,"Persson, Mr. Ernst Ulrik",male,25.0,1.0,7.775,S,Survived
Dataset 2,2668,3,1,"Peter, Master. Michael J",male,,2.0,22.3583,C,Survived
Dataset 2,2668,3,1,"Peter, Miss. Anna",female,,2.0,22.3583,C,Survived
Dataset 2,2668,3,1,"Peter, Mrs. Catherine (Catherine Rizk)",female,,2.0,22.3583,C,Survived
Dataset 2,330935,3,0,"Peters, Miss. Katie",female,,0.0,8.1375,Q,Did Not Survive
Dataset 2,342441,3,0,"Petersen, Mr. Marius",male,24.0,0.0,8.05,S,Did Not Survive
Dataset 2,349245,3,0,"Petranec, Miss. Matilda",female,28.0,0.0,7.8958,S,Did Not Survive
Dataset 2,349212,3,0,"Petroff, Mr. Nedelio",male,19.0,0.0,7.8958,S,Did Not Survive
Dataset 2,349215,3,0,"Petroff, Mr. Pastcho (""Pentcho"")",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,347076,3,0,"Petterson, Mr. Johan Emil",male,25.0,1.0,7.775,S,Did Not Survive
Dataset 2,347087,3,0,"Pettersson, Miss. Ellen Natalia",female,18.0,0.0,7.775,S,Did Not Survive
Dataset 2,SOTON/O.Q. 392078,3,1,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0.0,8.05,S,Survived
Dataset 2,349227,3,0,"Plotcharsky, Mr. Vasil",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,315095,3,0,"Pokrnic, Mr. Mate",male,17.0,0.0,8.6625,S,Did Not Survive
Dataset 2,315092,3,0,"Pokrnic, Mr. Tome",male,24.0,0.0,8.6625,S,Did Not Survive
Dataset 2,349223,3,0,"Radeff, Mr. Alexander",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,65305,3,0,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,,0.0,8.1125,S,Did Not Survive
Dataset 2,2629,3,0,"Razi, Mr. Raihed",male,,0.0,7.2292,C,Did Not Survive
Dataset 2,362316,3,0,"Reed, Mr. James George",male,,0.0,7.25,S,Did Not Survive
Dataset 2,349249,3,0,"Rekic, Mr. Tido",male,38.0,0.0,7.8958,S,Did Not Survive
Dataset 2,342684,3,0,"Reynolds, Mr. Harold J",male,21.0,0.0,8.05,S,Did Not Survive
Dataset 2,382652,3,0,"Rice, Master. Albert",male,10.0,5.0,29.125,Q,Did Not Survive
Dataset 2,382652,3,0,"Rice, Master. Arthur",male,4.0,5.0,29.125,Q,Did Not Survive
Dataset 2,382652,3,0,"Rice, Master. Eric",male,7.0,5.0,29.125,Q,Did Not Survive
Dataset 2,382652,3,0,"Rice, Master. Eugene",male,2.0,5.0,29.125,Q,Did Not Survive
Dataset 2,382652,3,0,"Rice, Master. George Hugh",male,8.0,5.0,29.125,Q,Did Not Survive
Dataset 2,382652,3,0,"Rice, Mrs. William (Margaret Norton)",female,39.0,5.0,29.125,Q,Did Not Survive
Dataset 2,3101295,3,0,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",female,22.0,0.0,39.6875,S,Did Not Survive
Dataset 2,STON/O 2. 3101273,3,0,"Rintamaki, Mr. Matti",male,35.0,0.0,7.125,S,Did Not Survive
Dataset 2,334915,3,1,"Riordan, Miss. Johanna ""Hannah""",female,,0.0,7.7208,Q,Survived
Dataset 2,364498,3,0,"Risien, Mr. Samuel Beard",male,,0.0,14.5,S,Did Not Survive
Dataset 2,364498,3,0,"Risien, Mrs. Samuel (Emma)",female,,0.0,14.5,S,Did Not Survive
Dataset 2,A/5. 3337,3,0,"Robins, Mr. Alexander A",male,50.0,1.0,14.5,S,Did Not Survive
Dataset 2,A/5. 3337,3,0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1.0,14.5,S,Did Not Survive
Dataset 2,S.C./A.4. 23567,3,0,"Rogers, Mr. William John",male,,0.0,8.05,S,Did Not Survive
Dataset 2,312993,3,0,"Rommetvedt, Mr. Knud Paust",male,,0.0,7.775,S,Did Not Survive
Dataset 2,370129,3,0,"Rosblom, Miss. Salli Helena",female,2.0,2.0,20.2125,S,Did Not Survive
Dataset 2,370129,3,0,"Rosblom, Mr. Viktor Richard",male,18.0,2.0,20.2125,S,Did Not Survive
Dataset 2,370129,3,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,2.0,20.2125,S,Did Not Survive
Dataset 2,342712,3,1,"Roth, Miss. Sarah A",female,,0.0,8.05,S,Survived
Dataset 2,A/5 3594,3,0,"Rouse, Mr. Richard Henry",male,50.0,0.0,8.05,S,Did Not Survive
Dataset 2,A/4. 20589,3,0,"Rush, Mr. Alfred George John",male,16.0,0.0,8.05,S,Did Not Survive
Dataset 2,383162,3,1,"Ryan, Mr. Edward",male,,0.0,7.75,Q,Survived
Dataset 2,371110,3,0,"Ryan, Mr. Patrick",male,,0.0,24.15,Q,Did Not Survive
Dataset 2,2671,3,0,"Saad, Mr. Amin",male,,0.0,7.2292,C,Did Not Survive
Dataset 2,2672,3,0,"Saad, Mr. Khalil",male,25.0,0.0,7.225,C,Did Not Survive
Dataset 2,2676,3,0,"Saade, Mr. Jean Nassr",male,,0.0,7.225,C,Did Not Survive
Dataset 2,367655,3,0,"Sadlier, Mr. Matthew",male,,0.0,7.7292,Q,Did Not Survive
Dataset 2,LP 1588,3,0,"Sadowitz, Mr. Harry",male,,0.0,7.575,S,Did Not Survive
Dataset 2,SOTON/O.Q. 3101262,3,0,"Saether, Mr. Simon Sivertsen",male,38.5,0.0,7.25,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Master. Thomas Henry",male,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Master. William Henry",male,14.5,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Miss. Ada",female,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Miss. Constance Gladys",female,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Miss. Stella Anna",female,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Mr. Douglas Bullen",male,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Mr. Frederick",male,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Mr. George John Jr",male,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Mr. John George",male,,10.0,69.55,S,Did Not Survive
Dataset 2,CA. 2343,3,0,"Sage, Mrs. John (Annie Bullen)",female,,10.0,69.55,S,Did Not Survive
Dataset 2,7266,3,0,"Salander, Mr. Karl Johan",male,24.0,0.0,9.325,S,Did Not Survive
Dataset 2,343120,3,1,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0.0,7.65,S,Survived
Dataset 2,3101296,3,0,"Salonen, Mr. Johan Werner",male,39.0,0.0,7.925,S,Did Not Survive
Dataset 2,2662,3,0,"Samaan, Mr. Elias",male,,2.0,21.6792,C,Did Not Survive
Dataset 2,2662,3,0,"Samaan, Mr. Hanna",male,,2.0,21.6792,C,Did Not Survive
Dataset 2,2662,3,0,"Samaan, Mr. Youssef",male,,2.0,21.6792,C,Did Not Survive
Dataset 2,PP 9549,3,1,"Sandstrom, Miss. Beatrice Irene",female,1.0,2.0,16.7,S,Survived
Dataset 2,PP 9549,3,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,2.0,16.7,S,Survived
Dataset 2,PP 9549,3,1,"Sandstrom, Miss. Marguerite Rut",female,4.0,2.0,16.7,S,Survived
Dataset 2,345768,3,1,"Sap, Mr. Julius",male,25.0,0.0,9.5,S,Survived
Dataset 2,A/5. 2151,3,0,"Saundercock, Mr. William Henry",male,20.0,0.0,8.05,S,Did Not Survive
Dataset 2,342826,3,0,"Sawyer, Mr. Frederick Charles",male,24.5,0.0,8.05,S,Did Not Survive
Dataset 2,36209,3,0,"Scanlan, Mr. James",male,,0.0,7.725,Q,Did Not Survive
Dataset 2,349222,3,0,"Sdycoff, Mr. Todor",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,370374,3,0,"Shaughnessy, Mr. Patrick",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,345779,3,1,"Sheerlinck, Mr. Jan Baptist",male,29.0,0.0,9.5,S,Survived
Dataset 2,C.A. 6212,3,0,"Shellard, Mr. Frederick William",male,,0.0,15.1,S,Did Not Survive
Dataset 2,330968,3,1,"Shine, Miss. Ellen Natalia",female,,0.0,7.7792,Q,Survived
Dataset 2,374910,3,0,"Shorney, Mr. Charles Joseph",male,,0.0,8.05,S,Did Not Survive
Dataset 2,SOTON/OQ 392082,3,0,"Simmons, Mr. John",male,,0.0,8.05,S,Did Not Survive
Dataset 2,2669,3,0,"Sirayanian, Mr. Orsen",male,22.0,0.0,7.2292,C,Did Not Survive
Dataset 2,392092,3,0,"Sirota, Mr. Maurice",male,,0.0,8.05,S,Did Not Survive
Dataset 2,349251,3,0,"Sivic, Mr. Husein",male,40.0,0.0,7.8958,S,Did Not Survive
Dataset 2,STON/O 2. 3101280,3,0,"Sivola, Mr. Antti Wilhelm",male,21.0,0.0,7.925,S,Did Not Survive
Dataset 2,3101265,3,1,"Sjoblom, Miss. Anna Sofia",female,18.0,0.0,7.4958,S,Survived
Dataset 2,347088,3,0,"Skoog, Master. Harald",male,4.0,5.0,27.9,S,Did Not Survive
Dataset 2,347088,3,0,"Skoog, Master. Karl Thorsten",male,10.0,5.0,27.9,S,Did Not Survive
Dataset 2,347088,3,0,"Skoog, Miss. Mabel",female,9.0,5.0,27.9,S,Did Not Survive
Dataset 2,347088,3,0,"Skoog, Miss. Margit Elizabeth",female,2.0,5.0,27.9,S,Did Not Survive
Dataset 2,347088,3,0,"Skoog, Mr. Wilhelm",male,40.0,5.0,27.9,S,Did Not Survive
Dataset 2,347088,3,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,5.0,27.9,S,Did Not Survive
Dataset 2,349214,3,0,"Slabenoff, Mr. Petco",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,SOTON/OQ 392086,3,0,"Slocovski, Mr. Selman Francis",male,,0.0,8.05,S,Did Not Survive
Dataset 2,315037,3,0,"Smiljanic, Mr. Mile",male,,0.0,8.6625,S,Did Not Survive
Dataset 2,384461,3,0,"Smith, Mr. Thomas",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,335432,3,1,"Smyth, Miss. Julia",female,,0.0,7.7333,Q,Survived
Dataset 2,348124,3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0.0,7.65,S,Did Not Survive
Dataset 2,A.5. 18509,3,0,"Somerton, Mr. Francis William",male,30.0,0.0,8.05,S,Did Not Survive
Dataset 2,A.5. 3236,3,0,"Spector, Mr. Woolf",male,,0.0,8.05,S,Did Not Survive
Dataset 2,STON/OQ. 369943,3,0,"Spinner, Mr. Henry John",male,32.0,0.0,8.05,S,Did Not Survive
Dataset 2,349208,3,0,"Staneff, Mr. Ivan",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,349239,3,0,"Stankovic, Mr. Ivan",male,33.0,0.0,8.6625,C,Did Not Survive
Dataset 2,CA. 2314,3,1,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0.0,7.55,S,Survived
Dataset 2,A/4 45380,3,0,"Stanley, Mr. Edward Roland",male,21.0,0.0,8.05,S,Did Not Survive
Dataset 2,3701,3,0,"Storey, Mr. Thomas",male,60.5,0.0,,S,Did Not Survive
Dataset 2,349205,3,0,"Stoytcheff, Mr. Ilia",male,19.0,0.0,7.8958,S,Did Not Survive
Dataset 2,7553,3,0,"Strandberg, Miss. Ida Sofia",female,22.0,0.0,9.8375,S,Did Not Survive
Dataset 2,STON/O 2. 3101288,3,1,"Stranden, Mr. Juho",male,31.0,0.0,7.925,S,Survived
